CV,superficie_km2,typo_CV_densite,LOGS_TOT,LOGS_ACHL16111,pct_LOGS_LOGS_ACHL16111,NIVGEO,LIBGEO,grossesbetes,moyenne,ecart_type,min,max,D1,D9,C05,C95,ecart_D1_D9,ecart_C95_C05,ecart_minmax,val_NORRR1MM_TOT_m,val_NORRR_TOT,pct_EAU,pct_FORETS,densite_grossesbetes,score_vieuxlogements,score_grossesbetes,score_pluie,score_declivite,score_OS_eau,score_OS_forets,x,y,LIBGEO_conv
0113,85.4148490000055,D,11033.7610156482,1294.92903425959,0.117360620048151,CV,Miribel,92.6301454274296,238.16087892957,53.559170608289,167.240005493164,323.910003662109,176.539993286133,301.010009765625,174.059497833252,306.290008544922,124.470016479492,132.23051071167,156.669998168945,10.8144988712925,951.356118604319,0.0306513857109033,0.130170260640209,1.08447356065014,1,0,2,3,4,1,4.9801762570824,45.8421086757203,Miribel
0114,224.095703500014,PD,10296.1598489473,1775.23542504728,0.172417236240634,CV,Nantua,2171.43305761299,780.694629261765,183.367700662395,446.029998779297,1276.76000976563,519,996.65101928711,483.200012207031,1054.07300415039,477.65101928711,570.872991943361,830.730010986333,12.4869220151607,1689.08864983706,0.00801842371069696,0.715612611391158,9.68975765130118,2,1,4,4,3,4,5.65043791007992,46.1821977530773,Nantua
0115,59.6619534999992,D,12192.1900831895,755.360599863299,0.0619544638583668,CV,Oyonnax,697.530427867323,683.533984790823,136.482774374289,434.820007324219,1096.21997070313,532.59599609375,880.064013671875,515.824993896485,938.619995117188,347.468017578125,422.795001220703,661.399963378911,12.4187856503549,1626.94662377679,0.000217780083232484,0.679661830892743,11.6913776191947,0,1,4,4,0,4,5.67087630446136,46.269355573261,Oyonnax
0116,310.810524000014,PD,10821.3094610213,3316.37471528068,0.306467043311753,CV,Pont-d'Ain,6093.83538382264,465.420465200886,162.571372027696,224.190002441406,999.869995117188,265.996997070313,687.710021972656,244.528499603272,741.622998046876,421.713024902344,497.094498443604,775.679992675782,12.1705937795002,1426.67264785749,0.0197211286805049,0.551603431126305,19.6062710663631,3,2,4,4,4,4,5.46613734747909,46.1378701375857,Pont-d&apos;Ain
0117,433.810998,PD,13745.5404528711,3803.00658850187,0.276672030579017,CV,Replonges,30348.9377302966,195.719822413677,14.1121421675357,168.690002441406,224.600006103516,172.800003051758,212.690002441406,172.069006347657,215.309002685546,39.889999389648,43.2399963378897,55.91000366211,11.0418852254232,950.709080941181,0.013196759412435,0.116716724386824,69.9588942424568,3,4,3,0,3,1,5.01663703051553,46.4103982400919,Replonges
0118,458.148722499977,PD,10637.2934085769,3522.24029074113,0.331121851720395,CV,Saint-Étienne-du-Bois,20075.8350129534,307.704486140162,104.338829076364,187.190002441406,767.169982910156,207.800003051758,470.910003662109,201.600006103516,521.579986572266,263.110000610351,319.97998046875,579.97998046875,11.7919708871578,1211.12564589102,0.00381540640792377,0.361627489735251,43.8194717719734,4,3,4,3,1,3,5.34267594301008,46.2895735535423,Saint-Étienne-du-Bois
0119,32.3650825000014,D,15118.1067205376,419.663387387363,0.0277589909335181,CV,Saint-Genis-Pouilly,1344.38171527479,452.779159471698,18.9924796226459,409.799987792969,499.899993896484,422.799987792969,476,417.700012207031,480.200012207031,53.200012207031,62.5,90.100006103515,11.0136563450186,1271.06376975797,0,0.152910347867386,41.5380283759428,0,3,3,0,0,1,6.06868241670647,46.2600914721041,Saint-Genis-Pouilly
0120,273.883575000033,PD,12885.5426457067,1744.40173432401,0.135376660672123,CV,Thoiry,2943.55419348184,872.064888545479,375.985250000125,327.540008544922,1703.40002441406,449.700012207031,1416.30004882813,414.469998168945,1508.12996826172,966.600036621099,1093.65997009278,1375.86001586914,11.7890069377085,1578.5272479523,0.0036456505352036,0.566894538715503,10.7474652084612,1,1,4,4,1,4,5.94312955846301,46.2334649704373,Thoiry
0121,68.3269800000024,D,12549.0805510339,2081.69124618882,0.165883965580037,CV,Trévoux,674.975149677838,225.298980296993,35.3764091631879,166.610000610352,299.700012207031,170.880004882813,267.363998413086,168.720001220703,274.089996337891,96.4839935302734,105.369995117188,133.090011596679,10.747526042389,913.647084891478,0.0284342713253838,0.0797065999406548,9.87860358642829,1,1,2,2,4,0,4.80045134271118,45.9569399860117,Tr&eacute;voux
0122,393.286057500003,PD,12476.6997870241,2762.86832406428,0.221442238029779,CV,Villars-les-Dombes,12021.9639094895,270.025508528488,25.9044257084523,166.660003662109,313.709991455078,233,292.600006103516,214,295.410003662109,59.600006103516,81.410003662109,147.049987792969,11.1040086947994,982.13224192208,0.068954646456589,0.107327907461917,30.5679890762195,2,3,3,1,4,1,4.91174636432442,46.0033760924967,Villars-les-Dombes
0123,213.407195500011,PD,10344.9510242086,2765.51087641754,0.267329528186829,CV,Vonnas,9245.6224482574,201.397595208889,19.1175869609565,169.369995117188,266.600006103516,174.424995422363,229,171.759994506836,238.190002441406,54.575004577637,66.43000793457,97.230010986328,11.1124382869019,949.980411042289,0.0149824955128541,0.0823330803937111,43.3238552551848,3,3,3,0,3,0,4.95138131288318,46.23825459418,Vonnas
0189,28.6086820000012,TPD,638.055469405907,332.807568545833,0.52159660798098,CV,Groslée-Saint-Benoit,133.611325492843,316.55053276215,161.657954939399,203.410003662109,1000.15997314453,205.429992675781,574.084991455079,204.362499237061,647.925018310547,368.654998779297,443.562519073486,796.749969482421,10.5371966811482,1243.12529840619,0.0348560461696772,0.526238816677459,4.67030691916662,4,1,2,4,4,4,5.57923830616408,45.6965681383584,Grosl&eacute;e-Saint-Benoit
0199,23.9963720000011,D,22295.978717961,1902.43791830734,0.0853265040468838,CV,Bourg-en-Bresse,474,239.149038612034,11.3870863225859,218.800003051758,273.600006103516,225.600006103516,253,222.889999389648,257.200012207031,27.399993896484,34.310012817383,54.800003051758,11.0883101930914,968.985349605423,0.0101775922416779,0.160824132694324,19.7529859930484,0,2,3,0,3,1,5.24535441616953,46.2054094384716,Bourg-en-Bresse
