CV,moyenne,ecart_type,min,max,D1,D9,C05,C95,ecart_D1_D9,ecart_C95_C05,ecart_minmax
0101,449.391814802773,194.616748827651,213.75,1014.71997070312,233.690002441406,736.824011230469,227.389999389648,786.476977539062,503.134008789063,559.086978149415,800.96997070312
0102,212.756414258415,12.3412457160215,184.190002441406,266.100006103516,197,227,193,236.800003051758,30,43.800003051758,81.91000366211
0103,805.645002718114,297.745070081216,259.070007324219,1607.5,445.5,1204.80004882813,393.655009460449,1278.93600463867,759.30004882813,885.280995178221,1348.42999267578
0104,362.853292204876,153.115416917634,204.199996948242,1210.46997070313,229.119995117188,576.103985595704,220.830001831055,719.9294921875,346.983990478516,499.099490356445,1006.26997375489
0105,229.930290239219,11.6601738373267,206.300003051758,264.600006103516,213,245.690002441406,210.690002441406,248.889999389648,32.690002441406,38.199996948242,58.300003051758
0106,241.254678056047,14.5088438403015,209,277.600006103516,221.389999389648,261.390014648438,217.800003051758,265.635008239746,40.00001525879,47.8350051879882,68.600006103516
0107,282.801209838471,35.049378392852,216.389999389648,583.440002441406,251.190002441406,310.790008544922,245.5,331.461495971679,59.600006103516,85.9614959716794,367.050003051758
0108,242.18294009932,31.5042468091535,166.960006713867,290.5,187.039993286133,274.890014648438,172.949996948242,278.390014648438,87.850021362305,105.440017700196,123.539993286133
0109,808.391468971664,332.443032757866,437.600006103516,1604.90002441406,476.600006103516,1352.39002685547,468.600006103516,1401.69995117188,875.790020751951,933.099945068364,1167.30001831054
0110,812.092973159094,253.132135684908,229.869995117188,1528.19995117188,441.674993896484,1124.09096679687,277.989990234375,1195.641015625,682.415972900389,917.651025390622,1298.32995605469
0111,395.150008174336,254.85778549563,182.919998168945,1211.36999511719,197.378002929688,840.966015625,192.630004882813,905.811999511719,643.588012695312,713.181994628906,1028.44999694825
0112,259.545682250748,35.7216150312201,180.100006103516,314.290008544922,202.919998168945,292.200012207031,193.710006713867,296.600006103516,89.280014038086,102.889999389649,134.190002441406
0113,238.16087892957,53.559170608289,167.240005493164,323.910003662109,176.539993286133,301.010009765625,174.059497833252,306.290008544922,124.470016479492,132.23051071167,156.669998168945
0114,780.694629261765,183.367700662395,446.029998779297,1276.76000976563,519,996.65101928711,483.200012207031,1054.07300415039,477.65101928711,570.872991943361,830.730010986333
0115,683.533984790823,136.482774374289,434.820007324219,1096.21997070313,532.59599609375,880.064013671875,515.824993896485,938.619995117188,347.468017578125,422.795001220703,661.399963378911
0116,465.420465200886,162.571372027696,224.190002441406,999.869995117188,265.996997070313,687.710021972656,244.528499603272,741.622998046876,421.713024902344,497.094498443604,775.679992675782
0117,195.719822413677,14.1121421675357,168.690002441406,224.600006103516,172.800003051758,212.690002441406,172.069006347657,215.309002685546,39.889999389648,43.2399963378897,55.91000366211
0118,307.704486140162,104.338829076364,187.190002441406,767.169982910156,207.800003051758,470.910003662109,201.600006103516,521.579986572266,263.110000610351,319.97998046875,579.97998046875
0119,452.779159471698,18.9924796226459,409.799987792969,499.899993896484,422.799987792969,476,417.700012207031,480.200012207031,53.200012207031,62.5,90.100006103515
0120,872.064888545479,375.985250000125,327.540008544922,1703.40002441406,449.700012207031,1416.30004882813,414.469998168945,1508.12996826172,966.600036621099,1093.65997009278,1375.86001586914
0121,225.298980296993,35.3764091631879,166.610000610352,299.700012207031,170.880004882813,267.363998413086,168.720001220703,274.089996337891,96.4839935302734,105.369995117188,133.090011596679
0122,270.025508528488,25.9044257084523,166.660003662109,313.709991455078,233,292.600006103516,214,295.410003662109,59.600006103516,81.410003662109,147.049987792969
0123,201.397595208889,19.1175869609565,169.369995117188,266.600006103516,174.424995422363,229,171.759994506836,238.190002441406,54.575004577637,66.43000793457,97.230010986328
0189,316.55053276215,161.657954939399,203.410003662109,1000.15997314453,205.429992675781,574.084991455079,204.362499237061,647.925018310547,368.654998779297,443.562519073486,796.749969482421
0199,239.149038612034,11.3870863225859,218.800003051758,273.600006103516,225.600006103516,253,222.889999389648,257.200012207031,27.399993896484,34.310012817383,54.800003051758
0201,128.964066249621,16.1314946572956,79.4000015258789,165.800003051758,106.300003051758,148.5,99.1999969482422,152.699996948242,42.199996948242,53.4999999999998,86.4000015258791
0202,167.91002083422,44.6271779536042,58.1300010681152,234.300003051758,105.099998474121,217.899993896484,74.151001739502,222.5,112.799995422363,148.348998260498,176.170001983643
0203,74.5892276699821,25.9426128538105,37.6500015258789,181.300003051758,43.5900001525879,103.800003051758,41.4500007629395,120.415001296997,60.2100028991701,78.9650005340574,143.650001525879
0204,167.783188004335,48.1573530284976,53.9500007629395,252.199996948242,84.3099975585938,215.600006103516,64.25,223.199996948242,131.290008544922,158.949996948242,198.249996185302
